id,channel_id,title,description,publishedAt,view_count,like_count,dislike_count,comment_count
iQgM2H7molo,UCt_4wzTQqmcUvemNkeO0plA,DEADPOOL 3 PODE TRAZER X-MEN DA FOX DE NOVO PROS CINEMAS,"Gere vídeos, imagens, textos, artigos, anúncios e muito mais: https://copygenerator.ai/oferta-brazil-cp/ O CopyGenerator faz tudo ...",2023-06-13T21:04:32Z,166565,22852,0,558
ZisXwmQbyX4,UCt_4wzTQqmcUvemNkeO0plA,"NARUTO OU DRAGON BALL, QUAL É O ANIME MAIS POPULAR?","Galera, saca só, Naruto e Dragon Ball, os dois a 80 por hora, qual esses dois ícones do battle shounen é o anime mais popular ...",2023-06-13T14:30:10Z,170731,29968,0,3965
ahL8YHTaY-s,UCt_4wzTQqmcUvemNkeO0plA,HOMEM DE FERRO JÁ ENCONTROU O KANG! COMO PODE TER ROLADO?,"O Homem de Ferro inaugurou o Universo Cinematográfico Marvel e morreu em Vingadores: Ultimato, tendo se sacrificado pra ...",2023-06-12T23:00:01Z,162123,19880,0,260
szMnUv3ipcs,UCt_4wzTQqmcUvemNkeO0plA,QUEM É O HERÓI MAIS FORTE DA DC?,"Eu sei, eu sei, você sempre quis uma resposta definitiva sobre quem é o herói mais poderoso da DC, o mais forte de todos.",2023-06-12T14:30:30Z,313258,42451,0,1911
OWykmkgB7Qs,UCt_4wzTQqmcUvemNkeO0plA,O NARUTO É UM SORTUDO E EU VOU TE PROVAR,"A gente conhece o Naruto como um cara que teve que ralar muito pra ter tudo que tem hoje. Afinal ele cresceu sem pais, não ...",2023-06-11T23:00:10Z,200407,31518,0,1021
5Zebyo8FOuc,UCt_4wzTQqmcUvemNkeO0plA,HULK E COISA ENFRENTAM UM PLANETA INTEIRO!,"Hulk e Coisa não se bicam. Essa é uma verdade antiga dos quadrinhos. Quando os dois se juntam, o couro come. Em 90% dos ...",2023-06-11T14:30:01Z,120498,20039,0,392
3RPehLOzIpc,UCt_4wzTQqmcUvemNkeO0plA,ASSISTI O FILME THE FLASH! REVIEW COMPLETA [SEM SPOILERS],"Dia 12 de junho, às 14hs vai rolar o Ubisoft Forward com as novidades exclusivas dos próximos jogos! Não perca que vai ser ...",2023-06-10T21:01:16Z,851257,93490,0,4741
byNcvSMBdCM,UCt_4wzTQqmcUvemNkeO0plA,POR QUE GINYU NUNCA TENTOU ROUBAR O CORPO DO FREEZA,"Quando o Ginyu usou a técnica de troca com o Goku, ele fiz isso porque reconheceu que ele nunca ficaria mais forte do que o ...",2023-06-10T15:11:13Z,146253,24617,0,778
U3DF8pWwxUg,UCt_4wzTQqmcUvemNkeO0plA,COMO BATMAN DERROTARIA CADA UM DOS VINGADORES?,"Batman não aguenta quinze minutos de trocação franca com o Capitão América. Pronto. Falei. Steve Rogers é um supersoldado, ...",2023-06-09T14:32:56Z,461823,55779,0,2476
XqyFW8fXuFc,UCt_4wzTQqmcUvemNkeO0plA,"VEJA COMO TERMINOU X-MEN, A SÉRIE ANIMADA DOS ANOS 90",Você curte X-Men. E tá ligado que os mutantes eram febre nos anos 90. E um dos motivos disso era a série animada que era top ...,2023-06-08T23:00:11Z,246288,32992,0,1118
1i_yKcvFGAY,UCt_4wzTQqmcUvemNkeO0plA,GENOS DESTRÓI O &quot;GROOT&quot;! ESTÁ MAIS PODEROSO? Análise CAP. 185 One Punch Man,"Saiu mais um capítulo de One Punch Man! Tem herói mitando, tem herói passando por maus bocados, tem herói se esforçando e ...",2023-06-07T23:35:31Z,174879,28035,0,390
7OMgGp2esYA,UCt_4wzTQqmcUvemNkeO0plA,BATMAN JÁ CRIOU ARMADURA CAPAZ DE DESTRUIR A LIGA DA DA JUSTIÇA,"Falou em Batman, falou em preparo. O cara é um ser humano, sem poder nenhum, exceto o cheat do dinheiro infinito. Com essa ...",2023-06-07T14:30:01Z,210244,31554,0,774
er4D-UgwTSA,UCt_4wzTQqmcUvemNkeO0plA,MUDARAM MUITA COISA DO MANGÁ? MUICHIRO VENCE E MITSURI CHEGA DE FORMA ÉPICA! - Análise DS EP. 09x03,Hoje é o dia que talvez vocês vejam eu falando mal de Demon Slayer pela primeira vez e de como algumas coisas nesse ...,2023-06-06T22:30:09Z,120732,19128,0,491
dHg4DuPvf_4,UCt_4wzTQqmcUvemNkeO0plA,"GUERRA ENTRE VINGADORES E KANG: ENFIM, A HUMILHAÇÃO [Parte 3]","Kang está vindo para arregaçar no UCM. Se você não leva fé que isso vai acontecer, vai por mim: Kang, o Conquistador é um ...",2023-06-05T23:28:22Z,148027,19511,0,292
o_L6X0sFV2A,UCt_4wzTQqmcUvemNkeO0plA,MOTOQUEIRO FANTASMA VIROU CYBERPUNK!,"O Espírito da Vingança é bicho brabo. Quando a entidade incorpora em um humano para fazer justiça na Terra, ele se transforma ...",2023-06-04T23:00:17Z,104131,18656,0,409
CFmf1bnS-jk,UCt_4wzTQqmcUvemNkeO0plA,O FILME QUE TODO FÃ QUERIA! Análise Homem-Aranha: Através do Aranhaverso 2 [Com Spoilers],"Gere vídeos, imagens, textos, artigos, anúncios e muito mais: https://copygenerator.ai/oferta-brazil-cp/ O CopyGenerator faz tudo ...",2023-06-03T00:17:20Z,628996,68530,0,1677
KhNqQwEDV3Q,UCt_4wzTQqmcUvemNkeO0plA,QUEM É O MUTANTE MAIS PODEROSO DOS X-MEN?,"Os X-Men representam a nata dos mutantes, os melhores dos melhores estão lá. Eles são os mutantes mais heróicos, mais bem ...",2023-06-02T14:30:11Z,179367,25513,0,1650
bRdMjo6vuDg,UCt_4wzTQqmcUvemNkeO0plA,ASSISTI HOMEM-ARANHA: ATRAVÉS DO ARANHAVERSO [Sem Spoilers],O hype tava alto e agora chegou o momento de conferir se Homem-Aranha Através do Aranhaverso manteve o nível do primeiro ...,2023-06-01T23:56:49Z,360091,51619,0,1212
Ni45iag8o2A,UCt_4wzTQqmcUvemNkeO0plA,GAARA É O MELHOR PERSONAGEM SECUNDÁRIO DE NARUTO E EU VOU TE PROVAR,"Naruto é recheado de personagens incríveis, que às vezes roubam a cena até dos protagonistas. Entre eles a gente tem o Gaara, ...",2023-05-31T23:00:13Z,144723,22920,0,600
1H8RcJgPpfA,UCt_4wzTQqmcUvemNkeO0plA,CONFIRMADO! JOHN WICK 5 VEM AI!,"Gere vídeos, imagens, textos, artigos, anúncios e muito mais: https://copygenerator.ai/oferta-brazil-cp/ O CopyGenerator faz tudo ...",2023-05-31T15:04:40Z,438934,46882,0,1596
QP5sweYVNfg,UCt_4wzTQqmcUvemNkeO0plA,RAINHA DOS HULKS CHEGA PARA DOMINAR A MARVEL - Parte 1,"Nesse momento, Bruce Banner está no comando do Hulk nas revistas. Mas esquece aquilo que você viu no UCM. Não tem ...",2023-05-30T22:15:00Z,151767,21761,0,477
6XjpGOgHQ_M,UCt_4wzTQqmcUvemNkeO0plA,O DESPERTAR DA MARCA DO MUICHIRO! Análise Demon Slayer EP. 08x03,"Galera, esse episódio foi o maior clichêzão dos animes! O clássico do cara começando todo arrebentado e cheio de dificuldade, ...",2023-05-30T15:30:39Z,116387,20107,0,574
loH_9yXRMRA,UCt_4wzTQqmcUvemNkeO0plA,COMEÇOU A GUERRA ENTRE VINGADORES E KANG! [Parte 1],"Kang, o Conquistador já chegou nos cinemas. Não tem mais volta. Esse vai ser o grande vilão do UCM para os próximos anos.",2023-05-29T20:30:07Z,165261,27027,0,685
ynj4yhn_ilk,UCt_4wzTQqmcUvemNkeO0plA,"BRUTAL, HERÓI PERDEU TUDO EM ONE PUNCH MAN - Análise Webcomic 142 e 143","Galera, simplesmente do mais absoluto NADA, a Webcomic de One Punch Man saiu do hiato sem avisar ninguém! Bora ver o ...",2023-05-29T14:56:17Z,233898,33556,0,440
9vh3WdcQjtc,UCt_4wzTQqmcUvemNkeO0plA,"QUEM É O FLASH MAIS RÁPIDO, BARRY ALLEN OU WALLY WEST?","Eu sei, você sempre quis uma resposta definitiva e bem explicada sobre quem é o Flash mais rápido de todos, Barry Allen ou ...",2023-05-28T22:00:03Z,253846,36847,0,1261
Knc95EczvVo,UCt_4wzTQqmcUvemNkeO0plA,GUARDIÕES DA GALÁXIA: GROOT FALA?? COISAS DOS FILMES QUE NÃO ESTÃO NAS HQS!,"Os Guardiões da Galáxia foram uma aposta da Marvel no cinema que deu muito certo, mas ao mesmo tempo, é uma das obras ...",2023-05-28T14:30:09Z,101315,15143,0,226
Env_pX8WOos,UCt_4wzTQqmcUvemNkeO0plA,FALHOU! EXPERIMENTOS DA MARVEL QUE NÃO DERAM CERTO,Uma coisa que a gente não pode dizer a respeito da Marvel é que eles não tentam inovar. A Casa das Ideias tá sempre tentando ...,2023-05-27T23:30:02Z,158741,21878,0,534
yL9RUi2mG2w,UCt_4wzTQqmcUvemNkeO0plA,MELHOR OU PIOR LIVE ACTION? ASSISTI A PEQUENA SEREIA [SEM SPOILERS],Baixe GRÁTIS o OneFootball para Android e iOS no link: https://onefootball.link/3B2GGde Estreou o live-action mais polêmico da ...,2023-05-27T20:32:24Z,283810,33763,0,3837
3J1S0JPtcH8,UCt_4wzTQqmcUvemNkeO0plA,JIREN VENCE SAITAMA? EI NERD ERROU? - Respondendo Comentários,"Pois é galera, o vídeo de hoje vai ser polêmico. Será que eu tava mesmo errado na comparação que eu fiz entre o Jiren e o ...",2023-05-27T14:30:01Z,229246,38570,0,6631
5qr6JD_nqXs,UCt_4wzTQqmcUvemNkeO0plA,CIÊNCIA: O HOMEM-ARANHA PODE MESMO PARAR UM TREM?,"Se fosse pra ver realidade, eu ia no cinema pra ver documentário. Quando a gente entra pra ver filme de herói, pra ver Velozes e ...",2023-05-26T14:31:50Z,168386,28641,0,927
m5W72X1gHFc,UCt_4wzTQqmcUvemNkeO0plA,"VEJA COMO TERMINOU EU, A PATROA E AS CRIANÇAS","Eu duvido que você percebeu qual foi o episódio final de Eu a Patroa e as Crianças, e os motivos disso são vários: o modelo da ...",2023-05-25T23:30:10Z,1108332,88189,0,2106
fupciheuNrA,UCt_4wzTQqmcUvemNkeO0plA,MAIORES OPORTUNIDADES QUE O DRAGON BALL GT JOGOU NO LIXO,"Dragon ball GT tem seus fãs, mas tá cheia de haters, capaz de ter mais hater do que fãs, já que muito do potencial do anime foi ...",2023-05-25T14:30:12Z,213025,30435,0,1148
JFuXTtnFEuM,UCt_4wzTQqmcUvemNkeO0plA,"WOLVERINE SAI NA PORRADA COM O CONAN, O BÁRBARO – VEJA COMO FOI","De um lado o mutante mais casca grossa, sanguinário e tecnicamente imortal dos X-Men, o Wolverine. Do outro uma das ...",2023-05-24T23:00:06Z,87934,16848,0,270
llJi05X_m30,UCt_4wzTQqmcUvemNkeO0plA,COMO A SARADA DESPERTOU O MANGEKYŌ SHARINGAN? FOI FORÇADO?,Conheça o meu canal de viagens: @malafeitatv O Mangekyou Sharingan é um poder absurdo que pouquíssimos personagens ...,2023-05-23T23:47:16Z,324002,45916,0,1989
haioErfgw38,UCt_4wzTQqmcUvemNkeO0plA,FILMES QUE MUDARAM A CULTURA POP PARA SEMPRE NOS CINEMAS,"Conheça o Youtube Sem Aparecer, faça seu futuro: https://bit.ly/3onXngG Já parou para pensar que o cinema que temos hoje em ...",2023-05-23T20:30:08Z,130504,20603,0,711
jOLbYQQhzDQ,UCt_4wzTQqmcUvemNkeO0plA,O VILÃO MAIS TERRÍVEL APARECEU! Análise Demon Slayer EP. 07x03,"Gere vídeos, imagens, textos, artigos, anúncios e muito mais: https://copygenerator.ai/oferta-brazil-cp/ O CopyGenerator faz tudo ...",2023-05-22T22:28:01Z,150436,22443,0,431
G19Gqh2OZ6I,UCt_4wzTQqmcUvemNkeO0plA,X-MEN: 9 PODERES DOS MUTANTES QUE NÃO FAZEM SENTIDO!,"É claro que história em quadrinhos não precisa fazer sentido, não precisa condizer com a realidade é tudo ficção, imaginação do ...",2023-05-21T23:30:02Z,295625,41201,0,926
vICAYFPKAv0,UCt_4wzTQqmcUvemNkeO0plA,SUPERMAN NÃO MATA? CONFIRA 7 CPFS QUE O HERÓI CANCELOU,Ele foi criado com torta de maçã e suquinho de laranja. Kal-El deu a sorte de encontrar uma das melhores famílias da Terra: os ...,2023-05-21T20:30:06Z,187130,28573,0,413
Mu5LuXfKZe8,UCt_4wzTQqmcUvemNkeO0plA,AS LUTAS MAIS SUBESTIMADAS DO TORNEIO DO PODER EM DRAGON BALL SUPER,"Quando se fala em Torneio do Poder, é fácil dizer que a melhor luta de todas é Goku vs Jiren. Mas se eu disser pra vocês que ...",2023-05-21T14:30:13Z,145977,22968,0,449
1gsSiY4qN9I,UCt_4wzTQqmcUvemNkeO0plA,PORQUE A MARVEL DECAIU TANTO NOS ÚLTIMOS ANOS?,"O universo cinematográfico da Marvel mudou o cinema pra sempre, é a maior franquia cinematográfica da história do cinema!",2023-05-20T23:30:01Z,466816,57787,0,3520
X79V2OE9hCE,UCt_4wzTQqmcUvemNkeO0plA,O MAIOR SEGREDO DE ROCK LEE E GUY-SENSEI [ESTAVA LÁ DESDE O INICIO],"Conheça agora o YouTube Sem Aparecer: https://bit.ly/42RQvY7 O Lee e o Guy são dois personagens incríveis, que motivam ...",2023-05-20T20:38:30Z,175598,27083,0,396
2Z-optPkicE,UCt_4wzTQqmcUvemNkeO0plA,A ARLEQUINA QUE RI ESTÁ SOLTA NO MULTIVERSO,Baixe GRÁTIS o OneFootball para Android e iOS no link: https://onefootball.link/3B2GGde O Batman que Ri foi certamente o ...,2023-05-20T14:32:18Z,84900,13528,0,402
KAa1GjIVSJ4,UCt_4wzTQqmcUvemNkeO0plA,VINGADOR ESQUECIDO JÁ VENCEU THOR E CAPITÃ MARVEL NA MESMA LUTA,Quem é o Vingador mais forte? Essa simples pergunta já foi até motivo de piada nos cinemas. A grande verdade é que a ...,2023-05-19T23:30:05Z,130903,18685,0,449
S1ZQ2vlTaMY,UCt_4wzTQqmcUvemNkeO0plA,POR ONDE ANDA OS ATORES DA SÉRIE BREAKING BAD?,"Breaking Bad foi um fenômeno da cultura pop e a gente nunca esqueceu essa baita série. Mas depois de 10 anos do fim, você ...",2023-05-19T20:39:28Z,114418,16606,0,920
IwLG8s4LiBA,UCt_4wzTQqmcUvemNkeO0plA,VILÃO DO FILME! QUEM É O DARK FLASH DOS QUADRINHOS? – HISTÓRIA COMPLETA,"Galera, todo mundo já sabe que o vilão do filme do Flash é o Dark Flash. Mas você tá ligado que ele existiu nos quadrinhos ...",2023-05-18T23:30:07Z,197393,25617,0,255
r_CdqReR_Tc,UCt_4wzTQqmcUvemNkeO0plA,ASSISTI VELOZES E FURIOSOS 10! Que coisa... [Sem Spoilers],Cadastre-se na Binance e ganhe US$600 de desconto em taxas: https://accounts.binance.com/pt-BR/register?ref=petjordan Tô ...,2023-05-18T20:30:04Z,840092,90917,0,3202
pTPWtj7NHYc,UCt_4wzTQqmcUvemNkeO0plA,GOKU VS BOMBA NUCLEAR? O QUE A CIENCIA TEM A DIZER?,"Hoje teremos um desafio daqueles para o nosso querido Son Goku, aquele cara capaz de treinar com pesos de dezenas de ...",2023-05-17T20:30:05Z,113747,21097,0,1609
dvdsO3_cyBQ,UCt_4wzTQqmcUvemNkeO0plA,POR QUE O NARUTO FOI TÃO ODIADO? O VERDADEIRO MOTIVO,"Nerds, como alguém como o Naruto hoje em dia, foi tão odiado na sua trajetória inteira. O nosso querido Sétimo Hokage teve um ...",2023-05-16T20:30:02Z,107097,18839,0,476
DZ__8KsoeNs,UCt_4wzTQqmcUvemNkeO0plA,GUERRA ENTRE VINGADORES E KANG: A IRA DE SINDRI [Parte 2],Venda os melhores produtos digitais da internet e ganhe comissão trabalhando de qualquer lugar do mundo: ...,2023-05-16T14:41:10Z,113204,17373,0,277
DJ7D2C1wL5E,UCt_4wzTQqmcUvemNkeO0plA,ATORES QUE FORAM DEMITIDOS DE PAPÉIS GIGANTES,"Um papel pode mudar tudo na vida de um ator, pro bem ou pro mal. Por isso que alguns se arrependem amargamente de terem ...",2023-05-15T20:30:02Z,217245,25410,0,401
QMd_nV7NZkk,UCt_4wzTQqmcUvemNkeO0plA,7 PIORES DECISÕES DE ROTEIRO DO DRAGON BALL SUPER,"Você assim como eu, você pode ter amado Dragon Ball Super, mas não podemos negar que teve muitas falhas no enredo!",2023-05-15T14:30:14Z,248511,36183,0,1211
hCNQcmvOUgo,UCt_4wzTQqmcUvemNkeO0plA,TODOS OS ALIENS DO BEN 10 CLÁSSICO [VOCÊ CONHECE TODOS?],"Agora que o Ben tem mais de 1 milhão de amostras de DNA destravadas no Omnitrix dele, ele parece muito distante daquele ...",2023-05-14T23:30:06Z,262936,46257,0,1435
9stQAH2KLwM,UCt_4wzTQqmcUvemNkeO0plA,NEM TODOS OS LIVE ACTIONS DA DISNEY DERAM ERRADO,"Nos últimos anos, a Disney tem apostado nessa fórmula de pegar animações clássicas e entregar versões live-action, sempre ...",2023-05-14T20:35:53Z,92206,14313,0,368
qbNoXY4EcPg,UCt_4wzTQqmcUvemNkeO0plA,SUPERMAN PISTOLOU! LEX LUTHOR FOI LONGE DEMAIS,Kal-El é o símbolo máximo da bondade no Universo DC. Lex Luthor é o símbolo máximo de vilania entre os seres humanos.,2023-05-14T14:30:13Z,106658,18321,0,362
DtzeT9pghSo,UCt_4wzTQqmcUvemNkeO0plA,5 PERSONAGENS QUE O SASUKE NÃO SOLA MAIS [SEM O RINNEGAN],"O Sasuke nunca foi muito dependente do Rinnegan, ele já era muito casca grossa mesmo sem ele. Mas agora que ele tá sem ...",2023-05-13T23:30:02Z,184378,26770,0,1454
mhgYZa9EPJ0,UCt_4wzTQqmcUvemNkeO0plA,CARNIFICINA É COISA DO PASSADO: CLETUS KASADY ESTÁ COM NOVOS PODERES,Cletus Kasady é um assassino serial. O simbionte vermelho filho do Venom é uma máquina de matar. Juntou os dois a gente tem ...,2023-05-13T21:22:33Z,144969,20959,0,241
pu4MZWyaDSA,UCt_4wzTQqmcUvemNkeO0plA,POR QUE TONY STARK DISSE &quot;NÓS TEMOS UM HULK&quot; Para o Loki?,Descubra formas rápidas de criar o seu produto digital para testar a sua ideia e começar a vender no mercado digital: ...,2023-05-12T23:30:06Z,330297,44849,0,1068
bjyVdrcxK3Q,UCt_4wzTQqmcUvemNkeO0plA,O FINAL DE DRAGON BALL Z É INCRÍVEL [E MELHOR QUE O SUPER],"Dragon Ball Z teve um dos finais mais tensos e emocionantes de todos os tempos, e se você pensa que foi só uma genkidama, ...",2023-05-12T14:30:10Z,225530,29108,0,686
87v2mJTAfDc,UCt_4wzTQqmcUvemNkeO0plA,7 VARIANTES DO SENHOR DAS ESTRELAS QUE PODEM APARECER DEPOIS DE GUARDIÕES DA GALÁXIA 3,"Assine o Nerd ao Cubo: https://bit.ly/3oKajx4 Use o Cupom: EINERD O cupom dá R$30,00 de desconto na primeira assinatura.",2023-05-11T23:30:00Z,163870,19542,0,271
aBZI9DyvPcA,UCt_4wzTQqmcUvemNkeO0plA,CORINGA MATOU O BATMAN! VEJA O RESULTADO,Todo mundo já fez essa pergunta: por que o Batman não cancela o CPF do Coringa de uma vez? O vilão já esteve no bico do ...,2023-05-11T20:55:38Z,121970,20056,0,324
FP2rae2-QlM,UCt_4wzTQqmcUvemNkeO0plA,QUEM SÃO OS LUAS SUPERIORES EM DEMON SLAYER? CONHEÇA TODOS!,"Todo anime shounen de respeito tem que ter aquele grupo de vilões irados, cheio de histórias maneiras e muito sinistras. E como ...",2023-05-11T15:24:40Z,165014,26426,0,504
p6NJswFGsWE,UCt_4wzTQqmcUvemNkeO0plA,OS MAIORES SUSTOS DOS FILMES DE TERROR!,"Quase todo filme de terror moderno conta com pelo menos um grande susto, o famoso jump scare, onde você tá naquela cena ...",2023-05-10T23:30:08Z,103090,16215,0,734
4DE4wDyJe6k,UCt_4wzTQqmcUvemNkeO0plA,A NOVA ESPADA VERMELHA DO TANJIRO! O GOLPE MAIS FORTE - Análise Demon Slayer EP. 05x03,"Gere vídeos, anúncios, imagens em 1 clique usando Inteligência Artificial: https://copygenerator.ai/oferta-brazil-cp/?ref=odmznzy ...",2023-05-10T20:30:00Z,166041,24873,0,485
EFZKNs5VeyE,UCt_4wzTQqmcUvemNkeO0plA,DEADPOOL DEU A LUZ! VEJA QUEM É O NOVO FILHO DELE,É hora de festa! É Dia das Mães antecipado! A família do Deadpool acaba de crescer nos quadrinhos! O herói mais biruta da ...,2023-05-10T14:30:06Z,103081,18736,0,265
NwsQy-DBm1o,UCt_4wzTQqmcUvemNkeO0plA,VEJA COMO TERMINOU X-MEN EVOLUTION,Quero só ver quem não lembra de assistir X-Men Evolution no SBT quando era criança. Essa série era top demais e é a ...,2023-05-09T20:30:05Z,700387,76745,0,3111
ZfeL_rvr75s,UCt_4wzTQqmcUvemNkeO0plA,DARKSEID CONHECEU O MEDO! O TERROR CHAMADO DOOMSDAY,Darkseid é a representação suprema da tirania no Universo DC. Ele comanda o planeta maligno Apokolips com mão de ferro.,2023-05-09T14:30:09Z,285206,34938,0,986
rr9uSO-l-xc,UCt_4wzTQqmcUvemNkeO0plA,MARVEL E DC PENSARAM EM FAZER TROCA DE PERSONAGENS!,Já pensou em assistir a sua série favorita no cinema?! Com o projetor smart EpiqVision EF12 isso é possivel! Consegui R$300 ...,2023-05-08T20:47:26Z,239454,29737,0,871
phVDXZvfjiA,UCt_4wzTQqmcUvemNkeO0plA,FREEZA VAI FICAR BOM E EU VOU PROVAR EM DRAGON BALL SUPER #Teoria,"Galera, anota isso que eu vou dizer: O FREEZA VAI FICAR BOM. Vocês estão prestes a ouvir uma das teorias mais malucas, mas ...",2023-05-08T15:15:06Z,178347,26845,0,1059
I-mZkK7KZtA,UCt_4wzTQqmcUvemNkeO0plA,DC FINALMENTE REVELA AS ORIGENS DO CORINGA NOS QUADRINHOS,"O Coringa sempre foi um agente do caos. Suas motivações, suas origens, a forma como ele pensa, nada disso foi feito para a ...",2023-05-07T23:30:05Z,265391,35612,0,448
fUA0RfQglKY,UCt_4wzTQqmcUvemNkeO0plA,CAPITÃO AMÉRICA 4: AS MELHORES TEORIAS PARA O FILME QUE PODEM ACONTECER,"Tô com um projeto novo, mas que não posso falar ainda pra vocês. É coisa boa! Mas pra rolar, preciso que preencham um ...",2023-05-07T14:36:00Z,136016,19162,0,374
DXAIdICQu3I,UCt_4wzTQqmcUvemNkeO0plA,ASSISTI MASHLE! ESSE HARRY POTTER MAROMBA É MUITO BOM! Mashle: Magia e Músculos,"Galera, o que vocês fariam se vivessem em um mundo onde TODO mundo pode usar magia, menos você? O que você faria?",2023-05-06T23:30:01Z,185916,23358,0,1014
4ZsNJNpBzCU,UCt_4wzTQqmcUvemNkeO0plA,CENAS PÓS-CRÉDITO DE GUARDIÕES DA GALÁXIA VOL. 3 EXPLICADAS [Cenas 1 e 2],"GALERA, falta 1 DIA pra acabar o IBEST e eu tô sendo eliminado de duas categorias! Não deixem Eu conto com o voto de ...",2023-05-06T20:59:30Z,618689,69479,0,1138
qGXHdlIAmg4,UCt_4wzTQqmcUvemNkeO0plA,7 PERGUNTAS QUE O FILME DO FLASH PRECISA RESPONDER!,"GALERA, falta 1 DIA pra acabar o IBEST e eu tô sendo eliminado de duas categorias! Não deixem Eu conto com o voto de ...",2023-05-06T15:36:53Z,164885,20495,0,492
qtDZ_xZAEn0,UCt_4wzTQqmcUvemNkeO0plA,A NOVA ASSOCIAÇÃO DE HERÓIS VEM AÍ! Análise Cap. 184 One Punch Man,"Conheça o Pacote Full-Stack, você vai dominar as maiores e principais tecnologias do mercado e se tornar um(a) ...",2023-05-06T00:00:31Z,205029,32473,0,317
LXtq-tc1J9g,UCt_4wzTQqmcUvemNkeO0plA,NOVO TRAILER DE DUNA 2 PROMETE MAIS UM FILMÃO - Análise Trailer Duna 2,"Duna 2 já é realidade. O trailer chegou com novos personagens, aquela trilha sonora épica, imagens impactantes, muito mais ...",2023-05-05T21:27:54Z,157390,17060,0,425
5ubIsvGnTbk,UCt_4wzTQqmcUvemNkeO0plA,"A BATALHA POR TUDO, VINGADOR PRIME VS DR DOOM - Guerra Multiversal [Parte 6]","A jiripoca está piando no limiar do multiverso. No limite entre o que existe e o Primeiro Firmamento, o couro está comendo.",2023-05-05T14:30:02Z,143223,25343,0,768
UR7NOd_IJfU,UCt_4wzTQqmcUvemNkeO0plA,É O FIM DOS GUARDIÕES DA GALÁXIA? ENTENDA! - ANÁLISE COMPLETA [Com Spoilers],Já pensou em assistir a sua série favorita no cinema?! Com o projetor smart EpiqVision EF12 isso é possivel! Consegui R$300 ...,2023-05-04T23:30:04Z,994959,100569,0,2520
yxIqMCDao5U,UCt_4wzTQqmcUvemNkeO0plA,EX-CHEFÃO DA DC REVELA A REGRA SECRETA DO BATMAN,Batman é sinônimo de sucesso tem décadas. O personagem da DC divide com o Superman a fama de mais popular dos ...,2023-05-04T15:10:44Z,102660,17043,0,422
ihuiyIl8FHk,UCt_4wzTQqmcUvemNkeO0plA,QUE FILME! ASSISTI GUARDIÕES DA GALÁXIA VOL.3 [Sem Spoilers],"Cuidar do seu cabelo é uma forma de cuidar de si mesmo, então não negligencie a saúde do seu couro cabeludo. Aproveita e ...",2023-05-03T23:30:08Z,599029,84489,0,2112
jiA30llN688,UCt_4wzTQqmcUvemNkeO0plA,TRUNKS JÁ VIROU DEUS SUPER SAIYAJIN - VEJA COMO FOI,Você já viu Goku e Vegeta virarem Deus Super Saiyajin. Mas sabia que mais um cara conseguiu essa transformação? Esse cara ...,2023-05-03T20:30:03Z,183821,26353,0,483
pj6luaWv5Vo,UCt_4wzTQqmcUvemNkeO0plA,OS PRÓXIMOS LANÇAMENTOS DO DISNEY+ AINDA ESSE ANO,Confira todas as novidades do Disney Plus: ...,2023-05-03T15:00:18Z,359691,28139,0,456
SuzNg2sXazM,UCt_4wzTQqmcUvemNkeO0plA,NOVO PODER? AGORA ATÉ O SUPERMAN TEM SUSANOO,Me da uma forcinha com seu voto? Vamos mostrar a força da comunidade Nerd no IBEST! ✓Vote aqui para que eu entre no TOP ...,2023-05-02T23:30:02Z,118457,18104,0,534
aGE7ey46Vt8,UCt_4wzTQqmcUvemNkeO0plA,DR DESTINO AGORA FAZ PARTE DOS GUARDIOES DA GALAXIA,Os Guardiões da Galáxia que você viu nos cinemas nada mais eram do que um bando de desajustados que se unem por acaso ...,2023-05-02T20:30:01Z,84355,13492,0,189
D3hd-1emsK4,UCt_4wzTQqmcUvemNkeO0plA,AS MELHORES SÉRIES QUE SÓ TEM UMA TEMPORADA,"Séries boas surgem e desaparecem o tempo todo, é assim que funciona a TV, infelizmente. Algumas acabam durando só uma ...",2023-05-02T14:30:04Z,118972,14576,0,454
byS5Br5mnQY,UCt_4wzTQqmcUvemNkeO0plA,TANJIRO O NOVO GRANDE ESTRATEGISTA DOS ANIMES - Análise Demon Slayer EP. 04x03,"Galera, em Kimetsu a porradaria só tem começo, porque quando ela começa, a gente pode esquecer do fim. Por isso é tão bom a ...",2023-05-02T00:00:15Z,253451,38412,0,773
rxVczWLUyPo,UCt_4wzTQqmcUvemNkeO0plA,GUARDIÕES DA GALÁXIA VOL. 1 E VOL. 2 - Resumo Completo,"Gere vídeos, anúncios, imagens em 1 clique usando Inteligência Artificial: https://copygenerator.ai/oferta-brazil-cp/ Tá chegando a ...",2023-05-01T22:13:40Z,184088,24928,0,356
B3YK9ItrtvU,UCt_4wzTQqmcUvemNkeO0plA,OS MAIORES VELOCISTAS DA DC QUE NÃO SÃO FLASHS,Flash pode ser sinônimo de velocistas na DC. São vários Flashs que apareceram ao longo dos anos. E até vilões usam o nome ...,2023-05-01T15:25:12Z,132245,20021,0,372
